 RMS TSOI     1.2250E-14
 RMS TSOI     7.5809E-14
 RMS TSOI     7.1150E-14
 RMS TSOI     1.0074E-13
 RMS TSOI     1.5615E-13
 RMS TSOI     1.6040E-13
 RMS TSOI     1.4511E-13
 RMS TSOI     1.3460E-13
 RMS TSOI     1.5140E-13
 RMS TSOI     1.3654E-13
 RMS TSOI     1.2317E-13
 RMS TSOI     1.2149E-13
 RMS TSOI     1.1978E-13
 RMS TSOI     1.2764E-13
 RMS TSOI     1.3588E-13
 RMS TSOI     1.2691E-13
 RMS TSOI     1.2703E-13
 RMS TSOI     1.1909E-13
 RMS TSOI     1.3288E-13
 RMS TSOI     1.4693E-13
 RMS TSOI     1.5125E-13
 RMS TSOI     1.6360E-13
 RMS TSOI     1.6466E-13
 RMS TSOI     1.5799E-13
 RMS TSOI     1.9121E-13
 RMS TSOI     1.9717E-13
 RMS TSOI     1.9548E-13
 RMS TSOI     2.4336E-13
 RMS TSOI     4.8236E-13
 RMS TSOI     2.7294E-13
 RMS TSOI     2.5643E-13
 RMS TSOI     3.7941E-13
 RMS TSOI     8.9146E-13
 RMS TSOI     7.8876E-13
 RMS TSOI     1.7775E-12
 RMS TSOI     2.5024E-12
 RMS TSOI     7.2028E-12
 RMS TSOI     1.1089E-11
 RMS TSOI     2.9542E-11
 RMS TSOI     6.8661E-11
 RMS TSOI     1.4091E-10
 RMS TSOI     3.6626E-10
 RMS TSOI     2.0790E-10
 RMS TSOI     9.1732E-10
 RMS TSOI     5.4294E-10
 RMS TSOI     2.3167E-09
 RMS TSOI     1.3353E-09
 RMS TSOI     5.5826E-09
 RMS TSOI     3.1778E-09
 RMS TSOI     1.3176E-08
 RMS TSOI     3.0788E-08
 RMS TSOI     1.6280E-08
 RMS TSOI     1.2925E-08
 RMS TSOI     5.0960E-08
 RMS TSOI     2.8738E-08
 RMS TSOI     2.2741E-08
 RMS TSOI     7.7054E-08
 RMS TSOI     4.2164E-08
 RMS TSOI     3.3304E-08
 RMS TSOI     1.1392E-07
 RMS TSOI     6.2458E-08
 RMS TSOI     4.9291E-08
 RMS TSOI     1.5623E-07
 RMS TSOI     8.4231E-08
 RMS TSOI     6.6424E-08
 RMS TSOI     2.0547E-07
 RMS TSOI     1.1015E-07
 RMS TSOI     3.2191E-07
 RMS TSOI     5.2888E-07
 RMS TSOI     2.5487E-07
 RMS TSOI     7.6554E-07
 RMS TSOI     1.1854E-06
 RMS TSOI     1.6042E-06
 RMS TSOI     1.9712E-06
 RMS TSOI     2.3240E-06
 RMS TSOI     2.5978E-06
 RMS TSOI     2.8210E-06
 RMS TSOI     2.9391E-06
 RMS TSOI     1.3441E-06
 RMS TSOI     3.3533E-06
 RMS TSOI     4.8619E-06
 RMS TSOI     3.2589E-06
 RMS TSOI     3.0580E-06
 RMS TSOI     2.6885E-06
 RMS TSOI     6.8619E-06
 RMS TSOI     6.5319E-06
 RMS TSOI     7.2380E-06
 RMS TSOI     1.8108E-05
 RMS TSOI     1.7205E-05
 RMS TSOI     4.4839E-05
 RMS TSOI     4.2711E-05
 RMS TSOI     5.1940E-05
 RMS TSOI     1.0189E-04
 RMS TSOI     1.1155E-04
 RMS TSOI     2.8267E-04
 RMS TSOI     3.5668E-04
 RMS TSOI     3.3037E-04
 RMS TSOI     4.8071E-04
 RMS TSOI     1.9861E-04
 RMS TSOI     3.0246E-04
 RMS TSOI     1.8459E-04
 RMS TSOI     2.4329E-04
 RMS TSOI     3.1610E-04
 RMS TSOI     3.1876E-04
 RMS TSOI     1.7556E-04
 RMS TSOI     2.1519E-04
 RMS TSOI     2.2298E-04
 RMS TSOI     2.9344E-04
 RMS TSOI     7.0391E-04
 RMS TSOI     2.0488E-04
 RMS TSOI     3.0008E-04
 RMS TSOI     3.0703E-04
 RMS TSOI     3.0362E-04
 RMS TSOI     2.3789E-04
 RMS TSOI     4.9394E-04
 RMS TSOI     1.0219E-03
 RMS TSOI     6.8085E-04
 RMS TSOI     3.4179E-04
 RMS TSOI     3.8207E-04
 RMS TSOI     4.8565E-04
 RMS TSOI     3.5882E-04
 RMS TSOI     3.1929E-04
 RMS TSOI     7.5988E-04
 RMS TSOI     8.3143E-04
 RMS TSOI     5.0052E-04
 RMS TSOI     5.1772E-04
 RMS TSOI     4.9128E-04
 RMS TSOI     4.0300E-04
 RMS TSOI     3.4043E-04
 RMS TSOI     6.0912E-04
 RMS TSOI     4.0193E-04
 RMS TSOI     3.9504E-04
 RMS TSOI     4.7213E-04
 RMS TSOI     3.8909E-04
 RMS TSOI     8.2104E-04
 RMS TSOI     7.2246E-04
 RMS TSOI     4.5527E-04
 RMS TSOI     4.3734E-04
 RMS TSOI     4.8433E-04
 RMS TSOI     5.2550E-04
 RMS TSOI     8.1887E-04
 RMS TSOI     3.9357E-04
 RMS TSOI     6.8142E-04
 RMS TSOI     7.0475E-04
 RMS TSOI     7.4187E-04
